,sequence,drug,unobstructed,h_bond_bridging,orthogonal_planes
2315,OC1(C#CC2=C3C=CC=CC3=C(C#CC3(O)C4=CC=CC=C4C4=CC=CC=C43)C3=CC=CC=C23)C2=CC=CC=C2C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2316,OC1(C#CC2=CC=C(C#CC3(O)C4=CC=CC=C4C4=CC=CC=C43)C=C2)C2=CC=CC=C2C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2317,O=C(OC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)C1=CC=CC=C1NC1=CC=CC=C1C(=O)OC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2318,O=C1C2=CC=C3C(=O)N(C4=CC(C(F)(F)F)=CC=C4)C(=O)C4=C3C2=C(C=C4)C(=O)N1C1=CC=CC(C(F)(F)F)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2319,O=C(O)C1=CC=C(C(=O)O)C(C2=CC(C(=O)O)=CC=C2C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2320,[NH3+]CC(CC(=O)[O-])C1=CC=C(Cl)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2321,CC1=CC(C=O)=C(O)C(C=NCCN(CCN=CC2=CC(C)=CC(C=O)=C2O)CCN=CC2=CC(C)=CC(C=O)=C2O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2322,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C([N+](=O)[O-])S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2323,ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C3=C(Cl)C(Cl)=C(Cl)C1=C23,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
2324,CC1=CC=C(C(O)(C2=CC=C(C)C=C2)C2OC(C)(C)OC2C(O)(C2=CC=C(C)C=C2)C2=CC=C(C)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2325,CCN(C)C(=O)OC1=CC=CC(C(C)N(C)C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2326,CC(C)(C(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2327,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2328,O=C1C=C(Br)C(=O)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2329,O=C1C2=C(C(=O)C3=C(O)C=CC=C13)C(O)=CC=C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2330,OC1=CC=CC2=C3C=CC=C(O)C3=C3C(O)=CC=CC3=C3C=CC=C(O)C3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2331,C1=NC=C(C2=CN=CN=C2)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2332,O=[N+]([O-])C1=CC=C2SC(=NC3=CC=NC=C3)C3=CC([N+](=O)[O-])=CC=C3SC(=NC3=CC=NC=C3)C2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2333,C1=CNC(C2=NC=CN2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2334,COC(=O)C(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2335,CCOC(=O)C(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2336,COC(=O)C(O)C(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2337,NC1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2338,C=CC(=O)NC1=NC(NC(C)=O)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2339,CCN1C=CC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2340,O=C1C=C(O)C(CC2=CC=C(Br)C=C2)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2341,O=C1C=C(O)CC1CC1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2342,O=C(O)C1=CC=C(C2=CC=C(C(=O)O)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2343,CN(C)C1=CC=C(C2=CC=C(N(C)C)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2344,Cl[C](Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
2345,COC1=CC(C2C(O)N(C)C(=O)C23CCCN3)=C(Br)C=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2346,CC(=O)N=C1NC(=O)CN1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2347,NC1=CC(=O)NC(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2348,NC1=NC2=C(N=CN2COCCO)C(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2349,CC1=CC(=O)NC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2350,OC1=CC=CC=C1C(C1=CC(O)=C(O)C(O)=C1)C1=CC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2351,O=C(O)C1=CC=CN=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2352,ON=CC1=CC=CC(O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2353,C1=CC=C2NC3=CC=CC=C3NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2354,O=C1NC(=O)C2CCCC1C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2355,CC1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2356,CC(=O)C1=CC=C2C=CC=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2357,OC1=CC=C2C=CC=CC2=C1C=NC1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2358,O=C1C=CC2=CC=CC=C2C1=CNC1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2359,COC(=S)NC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2360,CCOC(=S)NC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2361,CC(C)OC(=S)NC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2362,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2363,O=[N+]([O-])NC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2364,O=S1(=O)CCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2365,CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C32OO4,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2366,CCCCCCCCNCC(O)C(O)C(O)C(O)CO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2367,COC1=CC(C(=O)O)=CC(OC)=C1OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2368,CC1=CC2=C(NC3=CC=CC=C3N=C2N2CCN(C)CC2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2369,O=C1C2=CC3=CC=C2C2=CC=C(C=C12)OCC1=CC=C(C=C1)COC1=CC=C2C(=C1)C(=O)C1=CC(=CC=C12)OCC1=CC=C(C=C1)CO3,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2370,C#CC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC21C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2371,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C3=CC=C(O)C=C3)=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2372,NC1=CC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2373,ClC1=CC=C2OC(N=C3NC4=CC=CC=C4O3)=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2374,CC1CC(=O)C=C2CC3CCC21C1OC(C)(C)OC31,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2375,CC1=CC(=O)CC2CC3CCC12C1OC(C)(C)OC31,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2376,CCC(CC1=CC=CC=C1)C(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2377,O=S1(=O)N=C2C(=N1)C1=CC=CN=C1C1=NC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2378,C(=NC1=CC=NC=C1)C1=CC=C(C=NC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2379,C#CC1(O)C2=CC(Br)=CC=C2C2=CC=C(Br)C=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2380,C=C(C)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2381,NC1=CC=CC=[N+]1[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2382,C1CNCCNCCNCCN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2383,C1=CC=C2C(=C1)NC1=C3NC4=CC=CC=C4C3=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2384,OC1(C#CC#CC2(O)CCCCC2)CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2385,NC1=NC=C([N+](=O)[O-])S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
2386,O=C(O)C(Cl)(Cl)Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
2387,CN1C(=O)C2=C(N=CN2CC2OCCO2)N(C)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2388,CC(=O)CCCCCCCCCC(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2389,CCN1C=NC2=C(N)N=C(N)N=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2390,C(C=CC1=CC=CC=C1)=CC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2391,CC(=O)NC1=CC(Cl)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2392,C1=CC=C2NC=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
2393,O=C1CCCCC1CC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2394,C1=CC=C2C(=C1)N=NC1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2395,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C2=CC=C(C=C(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2396,C1=CC=C(C(=C2C3=CC=CC=C3C3=CC=CC=C23)C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2397,NC1=CC=C(C2(C3=CC=C(N)C=C3)C3=CC=CC=C3C3=CC=CC=C32)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2398,CC1=CC=C2C=CC=CC2=C1C1=[N+]([O-])C=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2399,O=C(O)C1C2CCC(O2)C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2400,CC1=CC(C)=C(N2[C]N(C3=C(C)C=C(C)C=C3C)C=C2)C(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2401,CN(C)C1=CC=C(CC2=CC=C(N(C)C)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2402,C1=CC=C(C2=C3C=CC=CC3=C(C3=CC=CC=C3)C3=CC=CC=C23)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2403,O=C(O)CC(C(=O)O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2404,O=S(=O)(NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2405,O=S(=O)(NS(=O)(=O)C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2406,O=S(=O)(NS(=O)(=O)C1=CC=C(I)C=C1)C1=CC=C(I)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2407,O=C(CCC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2408,O=C(NCC1=CC=CC=C1)C1=CC(C(=O)NCC2=CC=CC=C2)=CC(C(=O)NCC2=CC=CC=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2409,OC1=CC=C(C2(C3=CC=C(O)C=C3)CCC(C3=CC=C(O)C=C3)(C3=CC=C(O)C=C3)CC2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2410,O=C(O)C1=CC2=CC=CC=C2C(CC2=C(O)C(C(=O)O)=CC3=CC=CC=C23)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2411,CCCCCC(N)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2412,CCC(N)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2413,CCC(=O)NC1=NC2=C(OC3=CC(C4=CC=C(C(F)(F)F)C=C4)=NC=N3)C=CC=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2414,NC1=NC2=C(OC3=CC(C4=CC=C(C(F)(F)F)C=C4)=NC=N3)C=CC=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2415,COC1=CC=CC(OC(C)C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2416,CC(OC1=CC=CC(Br)=C1)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2417,CN(C)C(=S)N=C1NC2=CC=CC=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2418,CN(C)C1=NC(=NC2=CC=CC=C2)SS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2419,CN1C2=CC=CC=C2P(=O)(C2=CC=CC=C2)C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2420,CSC1=NC(NC(=O)C2=CC=CC=C2)=C2NC=NC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2421,CC1=CN(C)C(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2422,CN(C)N=NC1=C(C(N)=O)NC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2423,CN(C)N=NC1=C(C(N)=O)N=CN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2424,NC1=NC=NC2=C1N=CN2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2425,O=C1C2=CC=CC=C2C(=O)N1SSN1C(=O)C2=CC=CC=C2C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2426,NNC(=O)C1=C(N)N(CC2=CC=CC=C2)N=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2427,O=C(CCCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2428,CN1CCN(C2=NC3=CC(Cl)=CC=C3NC3=CC=CC=C23)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2429,CC(C)C1NC(=O)C(CC2=CC=C(CC3NC(=O)C(C(C)C)NC3=O)C=C2)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2430,N#CC1=CC=CC=C1C#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
2431,CNC(N)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2432,CN1C(=O)C2=C(N(C)C1=O)N(C)C(=O)N2C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2433,O=C(O)CC1=CC=CC(CC(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2434,O=C1NS(=O)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2435,O=C1NSC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2436,FC1=CC(F)=C(F)C(C2=C(F)C(F)=CC(F)=C2F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2437,ON=CC1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2438,O=C1NC(=O)C(=NO)C(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2439,[NH3+]C(CC1=CNC2=CC=C(O)C=C12)C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2440,C1=CSC(=C2SC3=C(CCC3)S2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2441,N#CC1=C(N)N(C2=CC=CC=C2)C(=CC(=O)C2=CC=C(F)C=C2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2442,O=C(O)C1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2443,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2444,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2445,O=[N+]([O-])C1=C(I)C([N+](=O)[O-])=C(I)C([N+](=O)[O-])=C1I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2446,CC1=CC=[N+]([O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2447,[O-][N+]1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
2448,CC(C)(C)P1(=O)CC2=CC=CC=C2C1C1C2=CC=CC=C2CP1(=O)C(C)(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2449,CC(NC1CCCCC1NC(C)=C1C(=O)C2=CC=CC=C2C1=O)=C1C(=O)C2=CC=CC=C2C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2450,CCC1=CC(C(N)=S)=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2451,C1=CC=C2SC3=C(SC2=C1)C1=CC=CC2=CC=CC3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2452,C=CCC1=CC(S(=O)(=O)C2=CC=C(O)C(CC=C)=C2)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2453,CCCC[N+](CCCC)=C1C=CC2=C(C3=CC=CC=C3C(=O)[O-])C3=CC(NC4=CC=CC=C4)=C(C)C=C3OC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2454,C[NH+](C)C1=CC=CC2=CC=CC(C(=O)[O-])=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2455,CN(C)C1=CC=CC2=CC=CC(C(=O)O)=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2456,ClC1=CC=CC2=CC3=C(Cl)C=CC=C3C=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2457,O=C1C=CC([N+](=O)[O-])=CN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
2458,NC1=NC2=CC=C(OC(F)(F)F)C=C2S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2459,CC1(C)C2=C(Cl)C=CC3=CC=CC3=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2460,NS(=O)(=O)C1=CN=CC=C1N1C=CC=CC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2461,CCCC1CC2=C3OC4=CC(=O)C5=C6C(=C7CC(CCC)OC(=O)C7=C5O)OC5=CC(=O)C(=C3C5=C46)C(O)=C2C(=O)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2462,CC1=CC=CC(C(OC(=O)C2=CC=C(C(F)(F)F)C=C2)C2COC(=O)N2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2463,CC1=NON=C1NC(=O)NC1=NON=C1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2464,O=C(NCC1=CC=CC=C1)NCC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2465,IC#CC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2466,BrC#CC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2467,N#CC1=C(Cl)C=C(C(=O)O)C=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
2468,O=C1C(Br)=C(C2=CC=CC=C2)C2(C3=CC=CC=C3)C1=C(C1=CC=CC=C1)C1=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2469,O=C1NC(=O)C2=CC3=C(C=C12)C(=O)NC3=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2470,COC1=CC=C2C=C(OC)C=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2471,OCCOCCOC1=CC=CC2=C(OCCOCCO)C=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2472,CCC1=CC=C(CC2=CC=CC(C3OC(CO)C(O)C(O)C3O)=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2473,CCOC(=O)CC(C(=O)OCC)N1C=NC2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2474,O=C(OCC1CC(=O)C1N1C=NC2=C1N=CN=C2Cl)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2475,O=C(OCC1CC(O)(O)C1N1C=NC2=C(Cl)N=CN=C21)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2476,C1=CC(C(=C2C(=C(C3=CC=NC=C3)C3=CC=NC=C3)C2=C(C2=CC=NC=C2)C2=CC=NC=C2)C2=CC=NC=C2)=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2477,O=C(NCCCCNC(=O)NC1=CC=CN=C1)NC1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2478,O=C(OCC#CC#CCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2479,O=C(OCC#CC#CCOC(=O)C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2480,CN(C)C1=CC=C(N=[NH+]C2=CC=CC=C2C(=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2481,CCOP(=O)(CC(=C(C)C)N1C(=N)SC2=CC=CC=C21)OCC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
2482,COC1=CC=[N+]([O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2483,CC(O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2484,FC1=C(F)C(F)=C2C3=C(N=S=N3)C(F)=C(F)C2=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2485,C1=CC=C(N=S=NC2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2486,CC1=CC=CC(C)=C1N=S=NC1=C(F)C(F)=C2C(F)=C(F)C(F)=C(F)C2=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2487,O=C(O)C1=CC([N+](=O)[O-])=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2488,CCN=C(C)N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2489,CCNC(C)=N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2490,N1=NNC(NC2=NN=C(NC3=NN=NN3)N=N2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2491,NC1=C(Cl)C=CC=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2492,CC(=O)C=C(C)NC1=C(Cl)C=CC=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
2493,CC1=C(C(C)(C)C2=C(C)N(C)N(C3=CC=CC=C3)C2=O)C(=O)N(C2=CC=CC=C2)N1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2494,CC(=O)NC1=NC=CS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2495,CC(=O)NC1=NC=C(C)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2496,CCC(=O)NC1=NC=C(C)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2497,CC1=CN=C(NC(=O)C2=CC=CC=C2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2498,NC1=CC=NC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2499,CC1=CNC(=S)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
2500,COC(=O)[C-](C#N)C[P+](C(C)C)(C(C)C)C(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
2501,O=C1C2=C(N=C(OC3=CC=C(Cl)C=C3)N1C1=CC=CC=C1)N(C1=CC=CC=C1)C(=S)S2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
